peak_players,rating,total_reviews
194312,46.47779566433206,42580
112393,7.446967570162172,19551
190369,59.54000851980387,15522
199427,20.471151223818506,33838
31483,33.79694512859427,9668
162084,21.661343307837413,3604
206428,53.7390449035769,23358
140109,52.08336864661233,1269
248192,11.78625128741384,4914
131752,66.72503902214716,10822
202481,23.611985962235106,42874
248559,35.94034712930927,8450
206315,11.268185484088809,9083
178359,64.49001300091422,18373
40562,83.99475439601783,38337
162870,34.49493598960897,279
80103,43.580884150277996,42979
181196,26.77599707871679,551
108886,66.1536799393861,14257
5576,77.11905069067943,33576
90882,94.82646704350068,34631
53935,48.68965091506163,10720
229705,11.891829406512874,8003
188526,3.330025292786842,3199
114691,18.296854236654216,7579
190404,87.88060912196886,39573
8573,58.35572342770496,29205
125623,43.69101751264292,14158
193154,47.13333439622608,4179
52404,75.16124948420274,23433
195691,12.009301915935623,6221
151183,7.058287960443945,1504
174452,35.330439778449666,18307
100035,12.29192051118817,49876
123261,62.71716343050574,19428
149104,52.99284840545493,46613
177544,43.9246953914437,24716
164483,26.834777666705698,11748
165464,93.23482903929316,18271
36223,95.85134560940777,21257
165828,49.583687749497635,11570
208299,67.81260606093927,1291
231936,98.70274224388692,11399
202608,65.15861963849738,30291
68116,44.848938537212575,5112
139514,81.88134596713287,31807
240766,26.992368936927285,28104
232149,20.9378579207111,27747
86295,19.712192501486868,28475
92487,1.7486451928551376,1207
69008,21.275636068789428,39115
54451,14.966336173903223,17123
76319,89.77543474440768,13549
75258,20.52043697298139,44988
208316,30.962689321456732,41631
20528,4.267517940224858,49810
90221,72.23826314755857,32961
117198,83.05012826162721,7630
141867,11.612120087739079,19438
132849,47.533265515948976,782
6762,32.00055441729738,6993
85967,84.00306534801123,13273
48914,28.09519809399383,32261
155493,74.00855740965066,12691
189674,44.75676280044953,48697
212475,86.21625905905337,10313
98151,78.48208863621774,16634
113174,60.161757293048225,24779
195669,65.23147050224003,13339
63284,11.329213197519175,36510
45802,29.10171255490585,2778
192836,71.3680472936845,48521
133042,30.493624980526068,670
153418,94.0650013480613,34827
230009,73.43431881367931,28685
122103,5.730113363972531,25407
119195,42.907703910820814,37005
209089,93.2629370235957,26314
95074,81.16088608800753,47589
243738,57.1489742313911,20723
143462,50.97229929729672,16075
205543,79.03945213595465,27500
75689,31.591583293888625,12291
19814,92.98362218492395,47246
124113,17.89200903515251,27527
210809,14.031227464205674,33389
121647,21.119137463159937,45976
93907,76.61515809741046,45409
243293,9.565580901369579,24810
187543,50.76134022184161,46301
91473,88.62289823975333,18894
142847,72.50835635875772,5223
113049,11.585907129992817,28535
18220,25.926797280613716,6032
77233,40.595153873271876,22334
229694,3.0237534764518292,1096
74183,51.775893817893056,24314
65022,5.4964656135665155,41926
156741,53.45006640978744,27472
50772,57.30912120109342,43920
63557,29.347602006087044,19960
218499,82.73258092821365,42876
134892,75.03010729336218,25413
140435,85.44172279606238,11849
216602,34.69208802755857,39611
197424,42.2366565732165,48556
26676,72.80134694868863,26189
199462,87.8713191378122,20676
11628,45.49038528962726,4550
101358,13.483732616696155,25262
16730,11.819039772839533,44738
105369,17.893542653453338,16209
100270,60.87852823767089,12452
33179,52.18255629781286,33402
54693,31.837647000716778,20163
168065,94.20652439842124,15578
58521,72.57222287284475,5804
210722,7.6064602535370405,15265
48973,29.529110409606897,796
132657,79.58018013365535,45611
63114,79.8606915216485,49937
25791,91.00220804490768,27070
53302,81.68706922632167,17405
77249,38.21343534187787,16350
238230,13.962623963195451,26957
173337,4.426843363119352,41585
175922,37.96871559234091,28805
9631,48.25615287690859,26918
101767,37.87832943757453,27900
78021,58.29305169425995,41079
38327,4.720628082737507,32422
146974,53.65022082472541,32895
27054,3.0424569150319236,28588
117630,26.188081737201358,8151
225624,12.485514542016693,48645
244789,80.58722371053429,5944
161601,94.76114667553642,45268
76129,31.542448740910768,48729
12531,15.48463858173196,20526
177089,13.80799734835691,7552
213169,11.928146936123664,36675
35560,66.78895660716556,40853
113657,98.66065831650792,33085
82228,38.040433311601916,14956
225586,94.31944649770988,45647
217459,55.595250661046116,28158
19184,25.162429854169442,27325
63553,66.49079792755875,48306
61619,71.41883337116091,45138
144026,16.84086868467689,13517
228187,32.44244092624651,29542
106162,88.79322457691183,24233
130341,42.13612127467296,24291
9566,87.43267392116495,28530
39318,28.102213156140625,28329
82773,30.02173023477632,13804
85852,38.145105086266774,30301
213409,17.825597469957476,44434
29742,88.2373597462094,4710
190896,67.00974992811247,36437
94799,17.51201749215711,23335
221324,94.48672596670069,23288
39211,87.14617218983503,27776
204144,77.52822143440896,19738
82506,7.322188228039382,40648
94241,69.0068808572091,45856
232397,63.828302569545016,7420
91388,38.703498913229005,32033
236052,63.15005039590267,48295
243313,32.24046372516638,41344
119551,38.285696523855556,472
160363,42.56117274815042,27701
165786,31.535268504027382,30669
171822,70.67147807877897,34399
25370,77.87124378633288,16812
140052,9.978812476860089,14427
200498,69.00570581064399,14719
198510,22.25343261599335,1808
215946,43.75629046541046,30229
95249,53.12008795551805,128
231458,5.880745584019523,48320
189906,26.549904984050073,25316
23433,38.11910524235872,1747
80340,49.2580839579143,30370
208274,46.52854507799887,39468
118525,69.06734867341027,31108
241230,62.84660137060001,18061
63173,14.000131364976173,35213
66747,16.59663859145826,24341
244675,92.38829704786563,5571
233856,8.382134997477145,34237
73510,45.80929316260788,10515
74571,69.81510239246084,32422
49503,58.95275345399462,36814
140286,78.15465866576383,6226
228607,12.179381676059293,37307
144391,58.102029281099774,8224
160352,74.03682694366744,16211
227774,16.526582806429154,30723
149254,35.10832032901508,36656
219576,1.3382244532376497,39830
226761,79.89426373412915,24589
188733,83.57127039055368,3392
242856,62.59727980048931,47894
145484,35.38695933231832,30015
244020,67.9275858508939,31912
186173,57.373637875178524,12082
34593,2.988357546778728,23761
69260,32.0144531275629,35040
136885,2.6710482720583073,234
67890,68.05483282653637,43969
186237,87.55905927595407,4937
184451,61.89450613412017,8216
168040,20.237031320402952,29975
13150,47.853058224776916,30139
177271,90.07502415597679,46433
14645,9.98092473120302,30588
140400,33.069949528675096,14318
210671,91.9676204627142,38518
135620,13.18778703011229,48348
105928,31.29756861753635,33270
167191,42.265656613307044,10883
75896,52.935423071284475,5966
53234,19.623990619435478,36579
156040,38.11521458665053,48819
56934,66.15281748528925,4821
104923,85.98098183405156,793
249633,36.26048587085745,43734
73839,69.35547994668185,21192
209740,40.29176970032136,11356
11470,38.37962312748098,6990
135689,82.94849196655576,36560
58790,91.79002741888623,37318
120398,4.9784048449163265,42122
35211,12.887734455404841,34338
163489,94.15062492236609,37164
232988,18.092035610742823,33193
145165,4.624317478028692,14226
49645,29.395062805300558,42823
24693,4.511785813835319,2228
21720,65.32303585239562,9185
16426,14.800946710592497,24453
145375,46.28633725849595,44597
138594,64.294673973532,16008
123862,31.114528636724426,23412
98170,11.271934415770295,28171
228573,89.27328064892075,2715
237243,40.11335158515442,17480
104057,27.94124578549693,9735
240216,28.201767278932937,32880
223391,62.240030574404265,48672
240053,80.16696808245798,23261
170624,54.10408146325266,9920
217786,87.46656765514935,4374
104286,31.270632248130994,41984
177934,6.347043886861718,38759
221377,12.478529976943927,31274
135629,90.47101309770547,46359
139270,8.398571941211639,35910
222495,55.46388910747069,8746
76901,6.727965469697575,12508
202043,15.13174341816568,11488
36935,40.986270493431704,39274
240303,1.0682858441166434,10370
113417,37.75578965167358,44633
220237,6.2421201076453645,44740
183205,43.170993523077335,7197
17738,76.49275610128561,26904
181947,89.30478502787571,12398
165459,85.67245093907452,4197
140614,72.6561077927127,39493
23014,90.02259624788236,2749
86172,40.42373045426817,40320
53583,16.8667148323675,27537
232346,80.0339693066998,30755
9859,54.22581911110804,20191
188945,75.93518418001779,17354
224543,32.013322804343446,26149
102756,97.40454117042894,25476
81723,84.25157968690398,29204
82774,34.087157216176124,12167
27652,58.38519578546562,23091
238035,66.18373240067123,28872
192675,1.30353582795159,22134
224759,83.32348827029372,29021
194538,5.71378013064659,18888
107637,48.826469339782456,46930
28663,51.911571681960204,2061
23797,20.038448882048307,17618
55509,77.5329825565222,34154
94134,42.24847693667126,22388
203798,16.46697957419029,39389
64589,14.265530985994193,14363
45579,18.191563849526048,30160
103886,67.42446843534155,1242
112780,62.35074850577477,29683
133083,7.8608915108361685,3326
40250,53.59727154894563,49961
186009,86.80972492362085,7600
42450,84.36322027458837,45508
22462,12.972680448134364,14923
12142,52.11118069191033,39912
152776,25.512480243026754,20688
168275,38.53531925133971,11692
51531,70.67206202882171,49269
165315,90.78148876124975,44657
103267,84.87560217737771,25544
42218,35.670989559718755,15816
21288,32.02876771744454,8939
153787,92.27372749215398,47678
191031,3.16716969991006,15185
169064,26.29945153594667,39513
71571,95.56799361064265,25366
82191,63.237793386073335,25309
41322,60.989009871208324,44122
171805,56.35663769183241,1422
144876,71.08797223029798,23347
198796,19.195949040804635,43086
27248,64.54048594462188,32795
223163,80.74625061673791,2972
70174,48.447413978071566,24815
166154,13.68891585573536,1614
218670,35.37834991046522,46623
77963,18.683540103271763,37729
93008,26.416440765211462,21366
136983,52.45261574391322,2954
77087,56.025195754097616,17960
91377,92.59912332876407,29519
211604,58.51140782807095,14541
144434,78.44841374865226,26325
187970,91.98615600726902,13732
37249,73.02781331312526,3272
248256,26.344392972715113,21930
202632,98.90128200541164,33017
17830,21.91252143028571,30889
19126,27.2347319100294,31909
179021,79.4621175909485,1962
35471,76.08202079603869,29216
245898,8.832772626596462,18285
70224,94.69940873297176,19745
49564,6.888714763962586,32983
6653,6.288749150693531,8227
107189,35.50857625619498,49928
217460,62.72176569649051,22588
105541,66.84854575784586,21409
130254,64.85822488027313,4598
158600,25.751290396935126,25347
91770,17.969155073206135,46853
161252,19.40895007188164,39389
86844,10.071207786693321,4727
32842,82.80686569750077,2405
97375,89.38464324367966,41793
248906,39.34872231571355,19600
39355,60.2120888552853,40819
133755,93.17033390692511,25066
142517,44.99954840685923,21811
13775,17.69054350741466,24035
69810,90.46925206401248,20475
64254,87.26618110029015,27681
209624,98.68137317693053,919
240405,92.19878685478989,8035
128892,82.93406662537694,17817
248717,47.26886140318423,878
74084,4.883813760101472,37360
186536,24.18259362266062,4234
134912,81.10335492383712,12080
20303,10.355751751191494,47607
128182,56.65920002917907,23305
152176,84.60673090068207,19445
197268,51.5738089699971,33149
127319,20.578375541102712,19438
121571,44.9381166955052,39300
54569,5.157950779865402,42032
190561,74.19128188980177,45031
76781,19.81513909442874,6019
98996,81.86279615778972,28640
106279,38.39690214622097,8949
249549,19.42391661493512,27638
197784,35.7503399368012,7412
166729,60.79190894909836,12775
6497,19.660799046405433,14679
130119,47.32774457349357,32507
103163,42.35581138894667,1348
95149,75.8823978706794,28416
90490,63.38852116412295,44331
189340,5.5632279849208395,30247
115277,29.455719769513493,24777
52400,17.983809149432386,27734
165979,24.668956024592294,24325
210307,44.548712572239594,22541
112530,41.87386822593532,34100
214906,16.082313786877236,40984
85534,79.19238855697812,18494
74184,14.892206624015298,2024
29533,55.0977809293251,14087
29544,70.51356752871234,14305
185139,91.64935844970555,14712
8530,45.55966138726744,18404
95995,10.836874188719047,4720
174748,16.452387408444793,34965
135501,62.38443908965815,49508
9892,80.68869375855249,46191
132978,66.08922238157689,20591
234586,19.19544196395996,46379
17839,27.2627357519621,24101
194354,40.48565225175383,32687
67139,35.24534128149601,16464
190373,10.588334977384982,9934
80407,44.37145451908022,41923
133875,46.1507894566528,2226
31988,66.36722306158116,40929
54994,12.587404801091079,32899
100700,77.10007010692011,18945
170448,36.612337528196434,34928
142693,36.394576339257426,36629
60853,21.17810126354535,36167
232865,18.27920431386599,13080
225558,85.22173974765283,32864
87608,34.260687034533035,12667
11101,97.33777164442483,11034
48492,43.15990286718428,17711
98558,54.943869518046974,4815
91668,58.269636738107934,7030
95131,75.60236463226116,13431
102280,8.044527642102683,27383
111662,56.555084208146035,18870
61536,53.19507697370557,38777
196299,51.12044864692433,36554
195544,15.742606599786754,20745
238028,90.26982308431123,31876
43957,45.17265579313461,48811
193353,36.290104190386955,14838
215076,36.40404401270959,48647
27245,62.13220823255425,3066
16024,31.80991419765109,36805
131326,59.90048076483363,44509
98167,68.1102155720969,20718
224679,58.41306891746215,44735
70430,75.65856265416421,17772
68374,95.1363509156526,4712
83844,22.94208210673744,9138
65796,45.491848688656916,22772
48230,63.04450673973042,4567
137197,32.977242419022275,44512
6112,11.782082828881352,11589
59312,31.844989195496627,2209
128476,16.82366179456792,25262
205234,23.607087242269014,12634
237646,38.63513641041162,33674
26830,42.3508837556494,43741
211189,81.81332991364741,22532
19190,51.59754330805236,19770
234511,24.598932701893236,34243
144579,98.95889456205225,21419
89349,8.489941786411157,47311
106834,93.72017044362482,4391
29065,96.10926772617557,8821
80957,56.06217732582107,20291
195543,64.05589597606797,21086
132173,74.67014064729035,43599
106461,81.26444723828578,41067
41758,56.10982873271555,3819
92152,62.691182364879324,19955
167839,40.457179364818316,19057
163716,90.43980909314573,6818
129072,84.27180109900974,2172
34235,13.966226104690275,9243
187554,61.740090148420855,447
16169,46.18364381939591,21206
130687,46.10237781831251,38406
6591,14.600500149426136,13900
235286,35.803122819461684,43280
157919,25.369936158599028,36124
168429,17.793899173879254,44462
223798,31.671087970985006,45675
29450,46.15371572872431,21699
73976,50.3752065531331,39923
85934,62.156379293309314,6651
150203,29.46918438844885,33941
172419,42.73090056406766,40745
193583,69.64613756431686,48283
124722,77.41026875555086,28109
169867,41.13875877059256,24583
92243,66.43967592670576,11186
16931,90.09744178668689,47968
107986,9.356612947832552,46072
18889,96.03944765007108,47603
140578,70.05650847221463,38107
52555,57.60051830013757,24804
128649,29.130528655649275,8061
102545,11.859558280729438,35405
246139,91.06342984797949,39383
17508,1.9332413654664011,40282
33670,1.2761036587369987,33625
43873,13.133779996561687,37063
84928,84.29282386766124,7033
156138,18.38549666429389,20996
58441,20.425792026319264,33391
216350,63.78595405240561,37712
119235,71.22145846191145,31911
45707,36.27036794380448,21678
74263,32.3442002511472,12755
230144,98.39317917039857,24732
193550,75.87452167338087,25739
106345,89.2164992061968,21188
42871,80.00491766765366,24014
28632,76.02915447968672,4683
63935,65.49267831499402,43459
101047,77.71166026934735,31687
44402,76.13151500768677,49227
173319,21.275296615293374,30606
36509,92.744561906434,38302
33292,96.14314886889487,34537
140576,42.76176195543581,41092
79092,65.55710379497839,7208
175563,21.497719912843806,14717
47372,63.423059095485414,36593
165357,68.02499506073009,6559
44717,5.987803369630347,17019
125500,95.39251381019645,46706
200924,59.26647407846585,21931
224243,19.000975219118875,14626
160544,31.71202952189332,49502
176470,53.26546035860392,12318
177589,12.6802178132019,38781
175698,43.951907547085504,45547
147118,97.40654884136916,13392
224161,52.23222449627647,27639
138858,60.5591667636332,29859
70521,33.948411865483024,16592
8572,90.61677838388897,2189
241031,64.7972347804696,9775
8086,31.546124602061067,35253
234861,16.814152301226727,15731
72875,26.414692971122303,32933
146902,6.927697129091057,33907
193351,4.776007711118463,5279
174690,48.09440558372612,37047
179971,19.38220454216288,4346
199670,91.22468463399812,37524
218805,26.385296393576255,20278
35922,49.65700735894159,12599
15594,34.18821818191877,16116
187178,80.15421720748371,7075
7231,54.33746609200376,9707
14232,21.69544952807299,42582
25575,92.57980677577638,1603
201084,96.61098079394591,6821
143166,75.8116581834222,40873
195872,48.48783876496101,42927
36872,66.70665886279663,15476
100364,33.023107952783725,35440
125787,71.79429538976333,3699
55385,68.70836995181216,28496
16334,30.653539755506277,8251
180779,87.63621923863747,19656
43888,68.07542742778159,7506
243925,4.48346597989868,671
213284,69.83759617980849,42817
69327,79.44307010042829,11441
132240,83.65734127285054,4975
10086,2.3094914553117425,13216
120560,46.5529780004002,7979
6198,21.50572771497927,19547
95638,89.5420342909109,37959
134726,42.48287725535942,31077
36215,14.532226488340255,10611
147017,63.223915250385474,42040
74383,73.91038129505701,33545
175363,97.32994251229346,11992
110375,26.12128153403203,19288
118924,64.8309945435449,38773
19999,95.78064741229709,39552
106769,74.61657034880646,43304
41261,18.10644151252223,19087
94344,14.168738264460602,6435
74406,11.446732984937158,38064
33344,44.491403199468,34785
241909,84.90620604066177,43534
35764,36.49996202673767,28971
175349,35.13296028927399,8731
18035,40.283806165768205,29654
32945,90.7608735012686,15279
152957,65.81566915754235,13739
99977,39.68092401661956,20540
244591,72.38271502384227,16363
76257,76.72979317371423,20870
149395,98.16802542576397,34820
22528,2.7479897303021334,26232
236918,48.31676950800798,27052
119861,87.26342474361924,36462
173887,59.13842319309194,35959
6402,66.45923868461301,10111
116745,56.672977935087644,30421
43277,67.4885223737,24771
229824,8.390368558407033,11558
219327,2.085118035623144,32854
133587,28.22479964809518,30754
22856,50.54832078217272,36376
104777,30.087427126013033,46527
176011,56.44912829431487,27268
237384,81.49725562953462,47877
43216,94.78690992914018,47504
72761,67.20594178974459,24800
35822,83.85957240781782,39968
52214,79.11613291630891,13351
106451,62.06836044986383,13145
122146,58.337642999673044,17815
48067,49.04501040246044,44528
135761,14.305083584857975,37776
53950,6.676074350064302,40398
20991,71.29647145085255,32638
83878,75.48384883107784,22125
24045,81.8973991795505,904
247551,89.32768862755984,9793
243017,91.57466911580717,30756
212564,39.57432744578756,31276
224830,90.48498047525925,43985
37711,22.164405479034244,17689
58471,44.852961222283895,827
53120,89.10509498690483,22542
86822,40.474223104298375,46745
11395,53.71567523948653,8832
29640,47.880830687559715,38605
108247,53.681471776126784,11634
150270,57.61703365278989,5654
120728,37.046107311208964,36449
139804,56.39665256818919,38233
15411,41.50390156269661,4390
109984,66.85866604465846,43923
154087,39.222085700345744,11011
128426,53.88899571320763,1374
11865,34.33248017817374,14075
89063,5.659938116906688,16101
194972,55.31683411805888,46091
39276,72.6587251915049,1645
159517,42.768588261946554,45068
236327,42.353793107178674,26456
225033,15.205531570576145,34193
16016,94.44406532313974,35313
94660,5.656889541268116,24251
248423,98.83041967109439,41665
157821,46.72260909780292,23827
13106,63.89011727696556,12016
77796,12.811401643468054,7630
194792,41.090104883857286,23204
65667,4.847297844999139,42523
180481,40.89485507145097,15281
151392,23.955706760788182,20817
147551,13.72428359715588,337
61012,42.544845028687305,39069
43780,41.057878443339554,42203
159749,63.577560966394,48297
191798,30.313226859981583,14568
108223,83.61103686966374,27551
204500,85.83054081407431,13015
197936,96.16197705011437,8677
181175,45.726646985479555,19354
21745,34.70531902967566,30368
198431,14.763544810457041,13494
96480,57.96467712887716,2116
43677,79.42443745986274,20053
100558,53.35424179643133,38626
238818,18.321048354620036,13815
6986,84.40027879049083,15019
172989,6.621330009604177,44210
66598,43.03649605414227,1805
64375,28.45993215978354,214
194308,40.27740357032856,41995
175417,32.004093797589015,4664
59927,48.949977928539035,576
178927,71.31746972975266,45729
24684,43.46285541683773,48700
39611,87.08226136220675,29146
216689,47.45118904583913,32469
172658,28.623003288948738,48122
57679,24.282738422599724,46666
213928,87.03692663687336,10583
197063,20.24777268127372,41473
209269,62.82874763016406,20996
12056,79.24021649612781,23417
159883,30.965079016659725,11127
220759,79.09027277634151,37506
140394,16.225614175726434,45794
61644,60.23307438088653,49575
188367,53.064936686943916,15302
190423,46.81297788421908,24004
55462,85.89980187013101,19715
235914,31.51191403478612,13832
141053,24.85978408324622,43290
112323,3.629390015379647,32034
184595,21.533292839553717,47732
14205,21.285313336954566,48706
31668,26.074003295515926,34637
47727,72.04606738603056,35801
111050,25.098151332503658,7707
239913,17.505682958882677,9221
166354,63.726328787961585,4641
208564,78.96014234848703,40232
128152,42.70345019840502,49520
248740,63.75736056298224,42864
157695,90.73431205750104,46708
237532,10.720794081185225,38092
182001,61.69956487523026,12403
241999,78.9655809469242,24421
40692,87.80575751193814,49030
139546,66.59849570964323,42077
223045,33.31063705464293,15621
187557,65.63174800476948,21021
175806,78.72307719232512,33164
244289,33.11908045338168,20968
6769,39.33159466103848,4804
206001,8.876896790165738,20835
13213,88.86590709446664,29483
247961,56.57987199253571,49682
94596,7.034686139839633,18300
89427,38.48050908786761,14870
242205,29.44329417151142,31974
65275,40.033333042596524,16423
121668,79.09578549634351,8013
112614,48.901297287759185,9534
30156,15.117757405742516,23160
46606,80.47760442317906,19469
101713,83.38943036278002,2044
30639,72.78238925897769,22586
110959,53.391872512624595,12296
6680,85.86600980308616,28229
243634,64.19465175510831,31527
140863,79.86402356845691,381
207597,52.01150722284447,4452
117995,8.951131544045685,22377
90112,7.121766388339442,15548
72925,8.705097935411606,36656
94817,91.50459394899868,38799
121435,53.370419693597576,8898
238716,53.11113708794517,4804
167921,59.74151432576566,509
16686,68.29642236479452,44977
75627,54.78302000108958,3277
47243,80.86530800666993,19407
117233,6.63748102533428,42015
45138,60.067304185207455,29626
141224,58.811023362518824,1869
59333,34.19507902379172,7939
249104,13.081704192412303,25680
75424,70.84645480820183,5753
29996,77.38447731373273,45774
96925,74.54441643291523,25932
85664,48.53053949197341,21418
211250,43.87743242573379,180
80852,12.607185476281954,12404
132828,95.67081697028064,42335
201896,63.049144424739005,22455
100829,65.1797389510006,10157
70596,70.60428495289801,29158
206185,95.9657791789506,3944
203552,69.1706425526049,15765
233752,31.08231918541437,46347
224509,65.96530460336174,35241
143202,7.998788726073846,44880
27045,70.80039391040721,22680
129191,6.713264052707352,49561
213093,62.901174185916034,26220
163931,58.730455258655304,5043
211958,11.086161660302317,47212
246218,66.7666025606744,12199
113446,27.642186961690076,19909
74678,73.48804806922624,33408
80142,68.77461177145723,15726
90882,69.52446519480203,28249
181450,36.83175009470711,9456
101074,67.91136502540054,43258
25029,38.689586874630045,27877
241842,80.46185021302226,15903
146261,23.948968654095665,4724
219300,91.93847309599845,27520
32083,2.3921657245214787,49478
112977,65.64792525388816,2381
100210,74.79716587186158,933
166548,49.742696048857965,20090
40517,10.788187459408821,41445
134848,67.90443372341291,9404
5887,71.80519182743714,23994
204208,50.51581538579746,20095
152191,96.05344478185111,48677
35243,18.942653406627183,11329
79595,11.689883129543169,23380
208660,56.74818341734226,18394
28671,57.165377072087324,19954
175766,60.997153775486126,37277
95428,44.550615491452604,15396
230616,79.63955865792971,252
121176,95.6530939005809,31728
49448,10.744028776980459,44315
141412,22.980688000876466,33201
210397,84.04644909136687,23898
234345,46.469451059239915,46206
99973,42.69131247101154,38562
165005,57.49828364058986,38636
52599,49.80314526970948,320
12737,6.8131377793269134,27118
152691,26.604133228506768,48961
54202,23.036487695989937,32886
72797,89.65367541897116,49319
117091,15.778854421546153,34070
112592,39.16081252911981,19197
71703,59.52859087726696,46590
132665,85.44003981998185,28793
127786,53.28593136356409,10184
53954,76.21984024947665,1624
76139,53.55907565659096,46802
133899,46.643742085719296,8295
116983,97.39584989282929,25697
116924,89.14188605894198,43768
229069,44.479121766485946,31122
225456,60.22161153171427,24852
111614,42.32138495999475,22701
245142,27.9387074437582,14849
234800,64.92352555716735,29637
93201,75.61111510780269,22502
