peak_players,total_reviews,rating,review_percentage
80929,44365,7.631170578974834,62.753542128743334
19735,4493,65.58203159607201,51.422717223855315
20429,14726,13.275937532824358,26.623846390413213
45346,21228,64.85006591963105,89.41913754646151
10291,30746,66.81225881238164,15.636090471788561
44310,34215,32.813647082546446,47.27852046221959
28534,13343,93.96894255042616,58.697030180449474
23126,48983,77.33832557568016,82.53101898637854
35415,2930,49.679898193155175,15.867811324390772
32437,37195,91.01978035408997,61.30828621164752
59843,1316,84.87263986777936,1.6494146455903733
48096,2887,68.83738612421145,82.43555010920869
33769,42464,15.990600807447798,24.23851246508586
90934,32278,49.71324470097933,72.37061608115333
17060,9248,85.71344151105572,60.58590114018636
58002,25845,60.67137159115336,5.96261091281305
63511,4878,54.460121589031985,19.139771591067422
48815,16661,94.6119716292339,27.50632889288418
15276,30836,2.621710408106376,88.78604111094832
85024,32755,2.1805457234924948,48.59953547858943
16871,30070,88.49641097359054,91.43681859242535
96939,18819,4.776647072472137,5.697540153605939
72691,11299,33.58928394311049,1.6498234978956376
75185,18351,91.55449721570596,94.87641544982718
74027,16547,68.73295419389639,72.66777376337774
5786,2201,64.51957277466647,78.54836302315164
82481,16861,65.38583488525335,91.66475579606616
9732,4648,32.129011927211494,98.46933053755109
12355,22554,52.99229191923295,10.673504623285009
19204,19812,62.73736027659275,16.670843068088494
37210,18378,30.96010191777804,19.668771446427332
66130,17390,78.94566374880436,82.02334821976783
61150,8386,32.53133915902062,36.199441406725505
62324,22117,8.001527043051997,59.733873276060635
66012,40706,20.74254823084314,85.66696928814659
57417,14058,41.024221004333306,68.63282413569581
14357,13015,89.98947703812856,7.476124003376405
30715,47734,41.74464580350472,45.121711815757514
50105,39510,9.800772554256202,7.682505109121534
92194,35100,20.252763130169583,48.40551092387035
64727,47228,54.357813658629155,22.71096882390706
83295,22525,18.41028846092774,1.1295117529845897
76264,5789,7.267551991771642,81.50202738741245
24385,26579,71.05318960707241,96.9689015958831
25962,26452,77.86604473895844,96.44913549532063
59155,45037,84.36205705061701,30.61933418256905
50334,35160,83.70554781319494,83.04858739622148
63850,25125,38.16743884650483,68.19891324007683
64572,20873,72.97805824505147,80.2075626396343
59814,47312,58.18680822940119,84.77756677799016
78470,29503,3.2897015796581517,98.04759516608189
60127,38690,40.35661475137093,16.021234129037406
20683,49248,6.182138005042944,77.2048563744459
40984,38865,9.16889343314927,73.68120680411842
6043,6556,6.488239820051162,29.485847931163224
48960,7550,95.1727607532684,39.8661680245414
69528,37527,83.73169709847517,18.499046719774807
70933,29506,44.03223879501765,91.41404611549093
30621,23581,25.303751840928513,88.05423675512787
14011,30125,8.100181293258274,61.78946644554076
93810,29869,43.25723264644248,51.65136998858594
56911,24297,59.83458234364305,24.055947677961424
67624,1237,79.11612566495305,79.17075214596677
35260,39846,6.052976645409171,1.8122863197188188
44379,37083,41.95126171663322,46.81588246563276
72132,17027,96.73202967208435,86.19456653550932
84273,31940,12.830612470436549,62.230048108842546
19440,9912,40.2293406890175,63.87716131559125
81033,35688,27.95542171433813,8.000035136324977
67963,561,14.135856829818342,29.383768215144613
81606,38269,83.21667744761673,67.71235835402202
67178,5372,69.31729061370959,5.91211282405519
15976,35828,41.332535455038034,33.76263959507782
22307,10451,37.16859370878466,36.04051179242707
38728,3795,82.11937842790977,50.3731205143901
57625,11280,9.896816873870469,36.87514998608171
26223,24455,15.389661484229963,45.95763620892641
18297,49100,89.84190079316674,55.152737298114666
4869,608,81.08625209697144,13.706436312117173
97149,18193,76.93802073198087,18.86706605272571
82744,6250,62.1496405817739,83.41858844121211
52477,36523,29.660105054191913,46.51702630450996
10097,6676,92.60908731552098,36.16005531079791
34760,38082,49.203144529997815,43.95426990398624
5591,3275,28.500714054111416,18.3070367283876
44330,1454,36.826311448069944,24.744878220507296
75960,35515,2.6504194892015924,52.03683071408691
56304,24378,26.00558805914848,36.53372313384498
47887,13509,19.41969864834324,48.07015419751591
28939,5696,14.284550922977056,15.820762609332393
57978,44313,4.149719331655106,16.49036489998015
31049,18594,23.23379345491106,39.010358943630315
30697,33468,11.144834370899659,38.50690563684428
37780,38415,5.423757064973454,88.4499020089539
55746,38343,14.45758139164258,4.31168669314292
78650,37315,20.835529625616378,99.2926887236018
98787,14021,41.764307861044536,95.69578286342369
93223,19769,58.20217725159151,54.682844115141656
84710,3904,32.582054518464986,72.1570184335477
50561,1662,14.843422716926757,93.59021109069278
84574,20501,93.15173525948447,25.868196679505125
88742,4526,51.45566379765422,32.247430198346734
23427,43135,73.7042726041826,11.981543656413463
98487,43040,69.05464384434931,56.8207656151804
55997,35094,28.919882198514863,16.78538919138175
6197,46281,55.86646868739959,93.1561910233381
53741,36704,60.012083353500216,43.725117863488954
34837,22083,35.475520360162214,92.04898589386691
39819,12241,66.73512341743462,21.304890261773323
20056,7700,78.4863020410323,69.7096109741468
7394,5637,36.69263396936557,65.11161572730943
96685,3803,2.4617064111544136,40.567892364632016
38319,9361,35.2349218878266,89.93596958348668
66276,43542,12.447929139727641,44.04540304130337
83860,17110,16.249573139972227,20.644622515987223
88289,35872,36.863048740627136,97.7215527334833
72651,15954,21.346867624591116,44.70665889685732
41495,48562,92.61911743191732,21.599224790095747
57944,23437,64.97468638907495,36.99963338766143
65687,28620,51.79968762553315,61.7374361971815
27579,36162,1.952985582286557,51.690726025525876
73663,44127,11.154538838086538,63.87658526019643
94595,44070,78.27082897799967,66.52387057332923
45445,14736,39.19488877787188,13.214722139570949
81156,13011,5.458333219620213,32.173611433379406
42620,10548,81.90479119167262,75.12139808803852
24002,48829,30.65930929334354,65.38635766619255
69479,15947,38.856970953473805,9.746485345782075
99609,5997,96.48816892282079,32.19961096428634
69477,15635,2.520248621379266,93.20089278761155
15850,39225,71.68979052825996,86.33925293246071
83368,46892,93.99064927855551,67.39364240537269
81662,17914,7.258239070593286,8.21351823310664
30444,23115,85.87554838778442,61.09846347218418
64710,27627,41.791685966531745,2.2066250521222015
90368,16855,87.04365855037993,66.45151411179964
61194,19554,31.210910103261433,73.38994335164895
36562,26460,97.30094660899294,50.22711834084475
81448,18924,64.41084214779707,1.3768577957008445
84150,29956,62.454855322860986,66.99440172198499
99086,49598,79.97853152236823,82.15426846835216
28351,39316,43.785434824919264,59.0008793301361
72034,14772,26.34962394662061,71.21055296844409
82518,25738,26.76715888647053,9.941814572894831
40185,35793,33.39916758101436,71.81686331594223
72960,34630,61.50055818827309,61.80510324211992
4068,11449,83.16219359995904,33.77095277805262
20811,16440,49.9586320859235,68.84806553517664
6053,4885,40.53792657437797,64.91270535853259
75888,8340,78.79707839172336,60.34656375989251
67728,1540,29.387454866505035,19.11159492832585
25414,10988,68.5254563658056,30.32595075111174
90365,37043,11.368911631196521,99.14689440480777
38093,46454,12.09735009236192,43.877808232100335
35285,28739,64.11743672293927,6.8832258319386685
35792,37632,9.10955039900894,90.00152577056895
58832,3265,16.1950140671386,18.120276655071724
84219,18749,62.18816760171549,40.948462126935645
21476,27037,43.94396231592994,28.521892432638694
24416,39445,56.007052382168645,96.42366986301454
4723,39271,96.74040543371177,38.431759312069964
15537,29785,62.93218171733203,71.16297942712515
30563,37415,58.90337881662501,60.23991422127492
97831,16071,38.25353197655623,5.254541988583506
11911,18485,62.82600430994249,39.04715317146772
20588,37373,2.2739535184765822,39.61217429802993
76895,40774,55.617384435577264,98.99349921504665
36627,11276,7.751941330037529,81.38094140479647
6408,35035,22.57688019996195,85.80877333603064
58174,39820,56.18585821428234,32.0385958320963
88395,8849,66.45915375391336,33.57640689622064
30708,43605,38.71006095926992,52.0449651351421
89881,22187,42.060031766960556,63.47049814011512
47977,42306,49.80619576976064,73.10105532338827
86450,39143,75.38931155896735,82.25938372283261
28035,27139,2.727521615836392,87.44701971471487
99264,35212,44.81266387799283,3.4379651725700455
82169,11192,2.3988125948689945,79.81349242214142
62670,1959,32.27590234201274,61.472861989510335
10793,33687,51.94516488869598,53.6763931672795
87445,15983,8.832089799413183,63.21816734897503
33912,2727,48.55092574168447,88.31188633114965
3208,32916,91.60824255529991,54.98379853644885
9480,47648,68.16354909499952,17.056612583997754
72007,13100,77.66076184392715,44.240937869338666
21563,22091,57.88059338522654,92.52149382236193
98181,37513,88.84318004462823,81.63389193381819
1533,20297,15.393190618485304,21.10151454007818
7268,15696,45.079031254055366,71.70023132652379
99484,15180,59.50925696948338,26.366445427433923
4032,5218,86.60058347447807,35.50516270203752
29140,17018,31.18500405528729,47.42281903360464
79193,46323,1.110541821044873,44.64609315820848
34697,22992,96.49258288222677,3.898702841334284
8963,25665,3.5457758050207513,77.62691327303638
5514,37022,15.931939269493952,84.7922134226762
40688,20616,42.36054028593192,53.56338072825359
31058,43424,49.64424167379031,18.122157203975426
53501,16042,82.77766382806013,25.54586452304906
29092,42379,44.88615909173507,13.507086865155626
36608,36158,54.64805539178435,17.78111917897229
98768,21432,20.59998734350774,87.7633419841793
74040,40737,56.77755251571027,48.53611630008958
98192,7705,35.14160681257416,11.990333317222817
23022,43587,10.675763565033527,26.21978093688001
70434,23702,93.75336335216706,95.00064020677952
48392,44126,9.005059973452004,51.41730332378814
8651,8649,67.43213517740327,52.047795335746144
18360,18408,90.00292898692507,53.03884151635527
92072,3128,18.56205611385829,12.050064622441592
69963,33093,24.23753128064411,97.06105220740415
96079,6942,42.817262983956326,9.364088987473231
95011,15379,29.861976882237514,70.30380368764898
83000,43947,75.38524769424603,6.718717076791309
73825,22980,34.13903079964387,44.915585271434054
71201,45471,97.61188296102293,90.06814902761154
43616,23279,85.16114878597703,77.0760096961164
93661,29759,88.74372511086568,34.13292614168717
34839,46033,7.2390999562123355,55.58342882870344
60004,30522,18.278229024050244,17.36219090620535
16268,2965,17.598103878045595,95.65590370303916
77440,13026,66.85253552121311,71.15905703111771
10016,4747,2.1673146691663954,38.05508233668999
69620,11269,80.0297675976482,32.47552492027353
52020,22158,54.61050980568471,24.62523620597276
4851,15937,56.49867709556457,78.86543537610683
21706,784,53.65896937961915,44.0268107907297
67523,24265,53.46389719288068,33.69150488339804
6483,48591,20.39283531408792,90.61695295698154
25567,18187,28.751612738265088,15.871576809574595
40613,32128,48.78651086768059,27.11971391233081
25435,47291,67.42876075719973,35.13180553550516
2023,29141,27.651468481806603,26.72529706929384
13755,46616,80.00122264975568,58.95490108088941
13315,24649,80.43813044254085,60.50208003879013
8606,1314,27.840181901289537,6.420148275878005
37062,28345,55.88633869430209,15.3083773424176
90047,29735,35.19443974433813,20.654346881555142
41819,36512,19.687202072861922,7.962478782986996
80562,3592,79.98799566799315,13.351436940631991
86033,13719,98.16515939404033,24.72548750957663
32932,41467,56.4404794628511,35.216440131389135
65848,22994,90.56677707624992,79.33959219419413
96340,38480,63.93254313939058,22.57260281004316
39513,4222,56.44092275470833,67.3325573128915
41299,11860,48.05419824464901,6.730220938887712
51308,47837,24.10006673594718,66.16585170407033
13797,22599,9.257016585678645,79.67720135986556
9354,12289,44.348919965650616,60.875986935618364
38167,25149,56.008371527788015,20.937836747113465
20178,46074,50.92606611379757,33.7103933723782
95989,8153,69.16592227008324,80.71295353726494
58397,3574,19.82568078961897,43.76521735663435
10068,18411,35.71189193349017,26.268230144908884
40661,149,41.725592586446105,93.33646212097837
6161,39803,19.279283946674575,64.09813080444846
41550,31994,89.83349293986848,80.76575634427375
25502,9918,67.7881228264659,3.4256866057241404
53017,4329,10.002509941552054,34.59432173314688
28260,33988,70.85420790698454,46.4307933359167
89405,18780,54.68318539000851,59.154733859440526
52860,18761,52.346165745728946,19.80721676054298
97417,274,97.99900596053313,50.297401719199186
53440,32520,61.58368047520671,68.87691140127907
91151,12292,88.87936291363876,35.24172961251039
68190,34258,90.52779613040015,69.45277810076784
64086,21384,10.93902591060332,39.57574999681222
34565,29373,1.819501125197849,47.47687683480568
75437,25695,43.65615712107528,14.294997156654395
30300,48288,76.38992814202021,65.47618204011863
88532,29432,81.77120362239212,23.203293114313833
99328,4373,78.17441657012235,83.05616277566214
57604,8543,44.834219934391534,55.79089373364874
29629,38019,74.49648361657937,56.46541821190526
27690,35435,71.44009940356563,91.33517571895716
44704,5510,31.75428659455076,17.57286841963914
27926,4620,17.534614903410123,53.493233109888955
71650,6730,61.89903428775557,38.83829603414287
30149,30359,67.35446643384431,96.66608343486803
93816,46272,56.66112770505498,79.47869063795699
43416,46715,21.89159555612255,75.99258559827635
64084,17871,28.113985394834668,21.208014257334273
92185,42077,70.43165460301528,24.49500133898726
43195,46010,95.33699167564747,3.888901911791052
87617,21635,93.59388895247668,64.21500083230313
5484,43452,51.9264983488947,37.71270280197991
80038,44951,87.8828285270159,31.892028743058958
37134,48676,3.8862176299226547,64.0660913255796
14251,23667,85.39290791657217,83.04007391039798
21908,12615,47.66278069660321,14.169925053326091
35832,26565,77.58967882101517,91.94748393669086
32975,16286,1.5471251395683159,4.392851680534786
5538,35790,86.11895686816237,10.415527683278263
20810,45963,59.30800299332571,83.97468577307548
2016,20464,24.54257902871716,49.777678854937854
64055,6746,35.053339334679045,93.98623057281684
6690,15276,20.665276519260704,46.70364666253084
12615,3837,42.591764268896554,92.68617560962174
90568,32673,33.34059106549128,24.72333293743874
62831,38286,53.38131135109711,62.02851265408906
95237,14212,80.84887530550691,99.45233229162972
87146,41747,97.26297598773444,38.23021799770712
38264,43105,25.642848791262857,1.1440137663790737
37986,31052,11.437809743896576,7.341168342721855
31770,46479,39.775390490456275,86.04690075112445
96823,17174,15.06831906280266,49.69667788031406
37602,48586,82.75553980426672,54.135101640382715
24743,994,50.11023819456366,80.1431843628937
62395,44791,61.756313476047424,81.34632186551381
87089,42737,15.760030319086587,48.2647094905602
41314,40376,74.46166395198352,85.94801690006979
96734,2679,96.41101756962613,47.374070875628014
37311,28628,48.27375464624187,67.82711606302746
42070,34374,95.32081586948306,4.30282127509312
12974,28256,4.4021771964532785,14.661939299308541
19608,6082,4.5008259538068325,85.29058368810796
20475,20762,95.08126525442036,31.998723808122204
45040,29466,69.62602854824074,34.139650118865106
71688,21314,19.49159324835247,66.63612851675587
85047,33528,36.65973031107179,59.66127692226456
29163,30410,50.759800656960934,9.136675424249878
17061,38611,69.85849808573697,76.81073839089784
85093,34635,83.51860289717249,62.10502052146213
38371,42370,9.100327661893079,85.67785343281042
85342,16383,65.34426410191355,54.01419409484712
24516,10932,47.717718536518404,42.018158762370426
38397,36204,59.56698299341674,37.76270531460379
95358,22689,50.83609744790762,1.4374736983538834
38145,2177,45.16791894992661,4.938638041824261
38168,47606,21.140254025612187,13.989931102785338
62099,18529,47.288919411179954,93.02420128952814
31446,48840,19.58620352809342,88.18440270188133
33363,32908,5.371925728716179,50.222439144502474
21368,24342,37.63480011290617,18.839442948169427
87669,4055,3.4456623974513994,15.465024697565003
11412,26749,56.12940637615596,26.35692876746761
89767,35974,8.094460427337374,90.96356006168325
41605,24888,43.880256944114194,52.6253378445229
34164,29122,97.0539980627723,80.60014265021533
12929,34075,1.968389020655923,51.16868109330435
18127,37914,36.951747630317236,61.33528445936373
88199,33033,66.97975988416825,61.40015889165627
43413,22524,16.57385665275078,4.102439864292305
68553,38998,55.951896873871604,45.081583285159134
95258,9794,26.302655144331023,86.54085466583531
61630,19368,22.83133177525412,49.42076455774376
77395,42842,88.70838797310327,44.09820671141691
96091,35185,20.9214869400557,53.128011849955655
47795,15722,37.902067654999655,38.6959367557462
31422,47622,17.620555477706603,52.02459678737533
19706,2142,28.820998495864316,14.3991367942925
46743,15482,29.724454651992907,96.82673175481531
50513,36254,33.02375632819252,4.378864058420775
34167,13215,63.824559809019064,48.83753565967931
70190,30623,73.77408882493039,21.789260706732094
83482,38046,51.04563251406135,6.777224787159249
66077,12684,60.82664613024664,65.51883247420186
93386,39816,80.70033720436548,98.53294458130705
35832,13499,98.95694481136107,75.2108904510754
85551,15591,45.73758666168485,26.14804607099598
11691,5107,92.77058056807928,49.845517186622665
68552,2909,49.05626911679364,5.928374041887424
34393,7521,77.6359757441684,53.63535553099802
32189,27000,57.17585842453406,10.846856617275595
10856,31283,87.63584407324225,79.66615664582588
17447,47233,44.97291375844242,6.6139335007704005
92061,47415,69.18987012712272,1.9267356241574967
49279,17537,46.69889148338242,86.2941468195698
83816,29322,84.9886853309958,94.31167889977556
88778,14651,98.44813055595351,9.568848489852504
49616,15404,24.844869208739365,28.612749248387253
73903,41402,47.48521839431102,74.42803055491888
19463,16401,8.963154616517935,54.42569306124593
17384,27985,14.817553552551331,94.97444448065536
38569,14387,92.05671786006604,39.52882109341687
21393,18246,54.27415009611224,1.3289660391330405
94165,8116,39.721369688154056,2.9548183074854713
99254,31507,66.80528787214021,56.920591148041
82641,28046,55.89580625537097,75.45843438991776
52915,6939,29.294336850788124,79.2710847789965
85553,5125,23.2082216134995,91.2401868696121
29823,3833,58.8434955008923,23.678379547445715
93529,5717,19.45002009871767,74.10218463153386
68218,25151,14.638865875674227,82.88271142943957
99866,10760,32.20198112177198,83.79125979333377
40760,36876,85.4114241880599,41.742813320674934
50409,13888,4.608305210437227,62.97231766899561
73201,13094,82.66009285502355,55.604965040892
59308,41300,61.855435950536084,60.15110754207926
98382,3753,4.956530240584616,28.921092356777745
13477,34528,59.99981380605257,68.64021038234675
87593,5461,42.74990166573388,71.2917137158634
30959,23210,83.43050559432363,20.398890054998237
55083,44177,89.90547364497847,44.919611421086124
65698,23578,29.076329797366427,42.78845205184566
27417,14339,77.84866088749975,75.14611419045647
86795,22251,31.360677273452072,66.98380296468783
48751,41502,29.97227481920642,48.14338722586612
37861,917,19.878557389073123,65.60059966425959
20038,39818,67.49192477167693,27.023298916509397
21368,5918,26.645176944623394,24.002440358346572
66210,6011,46.556117518246204,24.7520456226415
79328,41505,80.58855257262023,3.9202698586414937
84789,8267,78.60745848732445,69.41654987470415
64367,38991,84.8333757109482,98.59896062914625
17761,28075,16.784322303814093,31.59418201357106
19776,3480,58.51549070366955,93.05350281111633
14517,43453,90.65430479458436,61.04771832772044
65470,46238,5.120908457600463,23.268492268766984
32976,12192,78.86362375384041,2.174599077203263
34547,4995,25.131246990337353,72.64941142355438
67401,36147,66.62605233459547,69.96084926421496
82456,33151,71.30569431485162,23.696079946559294
8091,34245,91.70734551247565,33.93780382476024
34306,9707,50.86234339745057,89.90662719230025
60099,26821,84.12664859287322,16.566097792448375
48571,36435,5.4411652347629,83.70894294406921
57693,49773,42.21319246521718,17.753120809256846
58577,33619,44.072855009554566,48.690986438111224
80004,34006,53.75129063267566,50.39756348277047
15275,29204,48.171366527250285,47.736874997156924
7222,37138,95.86022904652957,29.505027337721003
88336,19728,8.696877943111605,26.083108160513678
65747,35429,26.971632869054368,73.58232213080794
12455,37469,95.92562058205533,28.292013415537202
8143,9863,44.63964952848484,61.381621749326506
12876,37068,56.973430309463744,84.81732902137983
25463,47191,8.940503342228839,83.8664100286543
95997,45709,28.836986236315557,17.54798940663402
73750,36550,4.885866468828554,65.81902665373644
30200,15831,14.475474563803239,60.62563404972324
51048,35270,63.06485214324401,28.916466573456024
73024,859,75.8350014576199,39.75394411831093
9594,41234,86.26831793617659,29.226189438297578
36069,20833,25.643509293530084,54.16945084834433
47094,44127,33.620656477099764,80.5591123973976
36352,16653,56.80104098918442,87.87283030204277
55379,7843,9.201214619858636,72.55953572657262
99102,43135,80.05838949851163,48.86158575622003
44070,31594,48.36262175346426,95.8514330751045
50394,44901,95.61974016407457,56.824022136370075
3350,41287,12.496968884519573,48.37612218382604
92074,47126,14.062457332305975,85.82058867668087
10331,29842,35.160573843473,19.27770954502305
97209,19607,21.26269553911148,16.629956181624948
11559,21624,69.26583458183723,78.47170467100787
80311,18416,93.78742484430384,87.1865122068342
10678,35594,9.810641975601467,8.204703383854195
42924,23329,24.739160645022174,76.64452405809295
69201,42724,24.314018507199208,43.02171032103917
66356,17615,50.889160268296806,70.66895548697516
14129,18531,45.29849335508237,14.361964270414473
73062,7128,72.23288821013054,97.32826251324929
24681,26445,72.79785964079036,88.24674911191588
71781,39363,57.129937418650194,41.19128029852458
58713,15995,58.92018140081721,89.44252378720213
35162,46828,83.54700620887384,89.5976469866076
42788,48049,39.899770899739295,46.664049466586924
56556,43123,2.2096089330155966,94.74166469167541
52227,29980,21.87696829777024,97.70885543274528
79273,27612,4.465486847446021,22.504061158395924
79350,16127,39.562629834306435,7.600001284914479
66911,14654,36.06789129210749,33.78382861887391
27405,21810,10.665733584390333,49.39469084815739
37758,8657,74.99250790501159,10.174963472952067
15861,35978,55.19995193254909,14.925296190614802
29703,35387,23.1187671584446,97.19821307585818
76819,44992,75.39435543482976,73.99275903631039
49581,7600,66.45725682011555,87.6188688567425
31043,40219,19.776323700290142,97.14430330463654
40027,35431,97.32305640268189,38.43629157079052
87387,18120,18.387754453841648,69.09853021621237
1994,17272,76.62662586791178,19.218177448583596
36257,6499,95.8920753447909,55.61505287642685
69197,12787,72.09921366074315,21.77796932003882
55642,21406,66.24615279631784,16.88266532701702
96933,15206,89.52550178823631,10.745919540770904
16344,36765,27.37495500079588,58.39391969384026
4515,49284,28.161263545650193,95.03526873403814
86982,25436,63.83371809303005,13.09995769025328
23218,8712,87.44950240977168,50.729131082656025
62677,20057,61.50266653962961,69.01974360921427
92466,14325,96.75077811833222,50.09030638931408
98180,5173,22.844426317941764,91.26581651364671
90744,23164,81.93620108005587,17.463269415126394
28395,5274,91.87183752861601,3.3921628397519847
32674,31807,42.846234999337575,38.92869406801351
6515,34708,95.27428761976833,55.993392071376306
8920,10796,20.81046680464676,26.19620204940242
95510,24478,94.37772545975014,17.674921224930127
71612,10175,89.4751898266572,80.67894521729897
64968,4834,7.482295471950145,19.66894401627521
83148,42420,52.090497586198765,44.82553858728608
13102,6144,52.82622704671159,95.4936299442724
29725,29254,6.583395836183077,61.65777853329358
98422,49518,4.874053690532978,50.27462182280612
55839,46899,1.4994845198250084,36.66477303460943
65072,45254,52.40186665505205,52.51815985173613
30792,49706,46.453929188978265,73.69639899446106
90886,43835,93.16509896852632,82.43019661305901
35062,42892,34.546018954093896,65.33492594165847
87145,32423,65.50628476207235,79.2413884177245
56031,27168,1.7412146347795243,9.753360676893248
83436,13252,66.02676768842255,2.423070563484699
46999,28134,90.51908235463735,73.70669205996577
86408,8833,35.767259753175665,26.90870295258142
48284,27370,31.777595974795304,87.8901467868335
97873,40086,62.350926757509896,54.04921708835722
64724,49802,33.198102414833656,48.3735738475891
21991,10265,40.43700079669809,77.50905847400793
81404,27779,27.765421004602153,74.36850435163194
4009,18886,34.79914221533568,70.72337670660778
74699,4409,67.58224001825052,69.30019464405342
9416,25284,91.39276826976611,52.02420372064026
36018,33932,58.145316620164735,92.72107806157366
61246,14613,1.9832779949763097,89.17349956300941
77709,25621,26.861471056278816,33.61108920458621
66184,29899,94.31937580794005,80.66475938679748
25295,6565,90.2115328553501,89.21974287734096
9327,23340,12.333429480854107,62.207242141443096
80331,47487,90.02487218059812,56.00234007810342
43012,30226,95.52384425781419,67.5167880118692
59718,3834,32.808045784513304,17.143005090392005
65568,26888,69.69866732152022,9.647023944733654
26927,42718,55.87827672033571,82.19487722174438
40356,22095,34.03086653797633,57.75929648343744
51545,28646,16.02690653001497,13.127647543191348
17310,12515,36.958181962333796,42.21548468734208
66906,5615,91.92406400097423,30.525202773573398
98194,23771,80.50234080618793,87.67231746834274
19043,25805,33.406104003004636,51.214797933454264
53595,36459,54.67218449706036,58.17374206422107
74193,45745,40.78424451353898,24.29375008790558
51428,28524,46.69130910329549,80.10729121154276
7629,39328,75.59864722853916,93.08002747206599
62286,26901,54.21460769318432,79.45694052114877
64745,37029,18.742357414355574,49.793055176580836
11257,45564,27.365491524844828,83.67380424462249
95719,5470,56.64379846400502,19.60792824507854
92313,24947,68.89631687306155,12.227952343853943
50360,13557,50.79580188349276,44.38369290867438
92948,5585,61.78063216943711,18.971912240782103
15862,2522,78.35894125439702,26.656895055317722
48338,12179,54.44840778839006,58.92655910944528
36974,36726,96.76476210512534,40.98640826459048
30904,37430,24.085727876666898,86.72194968143363
66746,19496,91.12944853822526,23.335622202037648
